사업장번호,사업장명,납부자번호,팩스번호,수신건수,최초수신일,최근수신일,예시파일명(최대3개),매칭비고
BPD110112905,서륭프라자,,0319082260,1,2026-06-15,2026-06-15,0319082260_20260615175401.tif,"매칭후보(확인필요,site_name,0.80): 서울프라자 / 3/6/9/12 [사업장번호:BPD110144471]"
BPD110114086,호선파크빌오피스텔,,0319087228,2,2026-06-10,2026-06-22,0319087228_20260610110555.tif; 0319087228_20260622092952.tif,"자동매칭(고신뢰,account_name,1.00): (일산)호선오피스텔 / 호선파크빌오피스텔"
BPS010201017,남정골드프라자 9차,,0319089097,1,2026-06-18,2026-06-18,0319089097_20260618101217.tif,"자동매칭(고신뢰,account_name,1.00): (일산)남정골드프라자_빌딩 / 남정골드프라자9차"
BPS010201108,현대타운빌,,0319091112,1,2026-06-16,2026-06-16,0319091112_20260616145216.tif,"자동매칭(고신뢰,site_name,0.92): (일산)현대타운빌_아파트,1 / 현대타운빌 1동 1603호"
BPS010207108,일산청원레이크빌,,0319095115,1,2026-06-18,2026-06-18,0319095115_20260618133840.tif,"매칭후보(확인필요,account_name,0.80): (일산)청원레이크빌2_빌딩 / 청원레이크빌2 (1동 202호) [사업장번호:BPS010207108]"
BPD110187485,유니테크빌,0101030790104,0319097771,1,2026-06-17,2026-06-17,0319097771_20260617140310.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.55): BPD110114086 (일산)호선오피스텔(계좌명:호선파크빌오피스텔) 추정지역:일산
BPS010201091,일산테크노타운,,0319098112,1,2026-06-15,2026-06-15,0319098112_20260615104458.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.65): BPS010206043 (일산)현대홈타운3차_아파트(계좌명:일산3차현대홈타운아파트(888동101) 추정지역:일산
BPD110106953,굿모닝법조타운,,0319111499,1,2026-06-23,2026-06-23,0319111499_20260623135111.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.65): BPS010201046 [일산]동문굿모닝타워1차(128-82-81 63(계좌명:동문굿모닝타워1차(7777동 102호) 추정지역:일산
BPS010207018,일산동문아파트,0101-78516-9999,0319112465,1,2026-06-19,2026-06-19,0319112465_20260619150455.tif,"자동매칭(고신뢰,account_name,1.00): (일산)일산동문아파트_9999동101호 / 일산동문아파트(9999동101호)"
BPS010207083,신동아노블타워,,0319112531,1,2026-06-05,2026-06-05,0319112531_20260605111056.tif,"자동매칭(고신뢰,site_name,1.00): [일산]신동아노블타워 / ㈜구성컴퍼니 5628502158"
BPD110106280,양지3단지,0101855179999,0319114253,1,2026-06-16,2026-06-16,0319114253_20260616151900.tif,"자동매칭(고신뢰,site_name,0.93): (일산)양지3단지건영빌라 / 양지3단지 9999동101호 4월 고지서 -> 없음"
BPS010207074,성우사카르타워,,0319115087,1,2026-06-22,2026-06-22,0319115087_20260622100034.tif,"자동매칭(고신뢰,site_name,1.00): [일산]성우사카르타워(128-81-02853) / ㈜동아상사 1288102853"
BPD110132079,삼정프라자,,0319116523,1,2026-06-19,2026-06-19,0319116523_20260619135553.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 삼정프라자 / 엑셀사업장명:(일산)삼정프라자 / 계좌명:㈜청송안전씨스템 [사업장번호:BPD110132079]"
BPD110106234,성저건영5단지,,0319117608,1,2026-06-01,2026-06-01,0319117608_20260601172016.tif,"자동매칭(고신뢰,site_name,1.00): (일산)성저건영5단지 / 성저건영5단지"
BPS010207064,문촌11단지,0102-92095-8888,0319120463,3,2026-06-18,2026-06-26,0319120463_20260618113034.tif; 0319120463_20260618113226.tif; 0319120463_20260626091848.tif,"자동매칭(고신뢰,account_name,1.00): (일산) 문촌11건영_아파트 / 문촌11단지(8888동102호)"
BPS010207015,레이크타운,,0319120898,1,2026-06-02,2026-06-02,0319120898_20260602102840.tif,"자동매칭(고신뢰,account_name,0.94): (일산)레이크타운_C동101호(503-82-81570) 5038281570 / 레이크타운관리단"
BPS010207029,킨텍스양우내안애,0001-74439-8888,0319126332,1,2026-06-24,2026-06-24,0319126332_20260624164238.tif,"자동매칭(고신뢰,account_name,1.00): (일산)대화07양우파크_아파트 / 킨텍스양우내안애(8888동1호)"
BPS010207067,문촌15단지부영아파트,,0319128078,1,2026-06-10,2026-06-10,0319128078_20260610132426.tif,"자동매칭(고신뢰,site_name,0.90): (일산)문촌15부영_아파트 / 문촌15부영아파트"
BPD110132697,일산푸르지오,0003-91777-9999,0319129965,2,2026-06-19,2026-06-25,0319129965_20260619112841.tif; 0319129965_20260625153832.tif,"자동매칭(고신뢰,account_name,1.00): (일산)일산대우푸르지오 / 일산푸르지오(9999동3호)"
BPS010207012,강선8단지LG롯데아파트,0102-76161-0999,0319130591,1,2026-06-19,2026-06-19,0319130591_20260619090121.tif,"자동매칭(고신뢰,account_name,1.00): (일산)강선08럭키롯데_아파트 / 강선8단지LG롯데아파트(999동102호)"
BPS010207150,후곡마을동신,0001-72071-9999,0319132210,1,2026-06-22,2026-06-22,0319132210_20260622085729.tif,"자동매칭(고신뢰,account_name,1.00): (일산)후곡08동신_아파트 / 후곡마을동신(9999동1호)"
BPD110106247,성저마을건영14단지,0102767519999,0319136712,1,2026-06-23,2026-06-23,0319136712_20260623100443.tif,"자동매칭(고신뢰,account_name,1.00): (일산) 성저건영빌라14단지 / 성저마을건영14단지(9999동102호)"
BPS010207116,탄현마을7단지부영,0002-10389-9999,0319141343,1,2026-06-19,2026-06-19,0319141343_20260619104736.tif,"자동매칭(고신뢰,account_name,0.93): (일산)탄현07부영_아파트 / 탄현마을7단지부영9999동 2호"
BPS010207158,후곡마을태영17단지,0103-78522-9999,0319142066,1,2026-06-23,2026-06-23,0319142066_20260623115008.tif,"자동매칭(고신뢰,account_name,1.00): (일산)후곡17태영_아파트 / 후곡마을태영17단지(9999동103호)"
BPD110106222,다드림한마을,B999-2,0319143998,10,2026-06-05,2026-06-22,0319143998_20260605122715.tif; 0319143998_20260616095219.tif; 0319143998_20260616115723.tif,"매칭후보(확인필요,account_name,0.83): (덕양)행신동_탑프라자 / 다드림한마음 [사업장번호:BPD110106327] | Claude교차확인 추가후보(0.92): BPD110106222 (일산)하늘빌딩(계좌명:다드림한마음㈜) 추정지역:일산"
BPS010207090,양지마을4단지건영빌라,,0319144254,1,2026-06-19,2026-06-19,0319144254_20260619093841.tif,"자동매칭(고신뢰,site_name,1.00): 양지마을4단지건영빌라 / 3/6/9/12월 2만원 인상"
BPS010207155,후곡14단지청구,0003765511409,0319144858,1,2026-06-17,2026-06-17,0319144858_20260617094019.tif,"자동매칭(고신뢰,account_name,1.00): (일산)후곡14청구_아파트 / 후곡14단지청구(1409동3호)"
BPS010207103,장성마을4단지대명아파트,,0319145987,1,2026-06-02,2026-06-02,0319145987_20260602135929.tif,"자동매칭(고신뢰,account_name,1.00): (일산)장성04대명_아파트 / 장성마을4단지대명아파트"
BPS010207069,문촌마을신안,0102-78517-9999,0319146001,1,2026-06-23,2026-06-23,0319146001_20260623143143.tif,"자동매칭(고신뢰,account_name,1.00): (일산)문촌마을17신안_아파트(9999-102) / 문촌마을신안(9999동102호)"
,,,0319151080,1,2026-06-15,2026-06-15,0319151080_20260615171004.tif,"사업장명 판독 불가 - 분전반 사진(전기계량기 라벨)만 수신됨, 건물명 텍스트 없음. 수기 메모 '일산동 54-' 일부만 보임."
BPD110106292,그린월드빌딩,102 120239999,0319154017,1,2026-06-23,2026-06-23,0319154017_20260623151337.tif,"자동매칭(고신뢰,account_name,1.00): (일산)그린월드(9999-1 / 그린월드빌딩(9999동102호)"
BPD110106149,밤가시7단지아파트,0003782707777,0319155696,1,2026-06-19,2026-06-19,0319155696_20260619134302.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.98): BPD110112141 (일산)밤가시9단지(계좌명:밤가시9단지) 추정지역:일산
BPS010207113,탄현마을1차건영,0003-01565-8888,0319159626,2,2026-06-22,2026-06-22,0319159626_20260622084346.tif; 0319159626_20260622092646.tif,"자동매칭(고신뢰,account_name,1.00): (일산)탄현마을1차 건영_아파트 / 탄현마을1차건영(8888동3호)"
BPN021028517,킨텍스존,,0319161877,1,2026-06-19,2026-06-19,0319161877_20260619142637.tif,"자동매칭(고신뢰,site_name,0.88): (일산)킨텍스존_빌딩128-86-27859 / 하나종합관리(전자발행) 1288627859 [사업장번호:BPN021028517] (기존 'BPN' placeholder를 엑셀 수정 반영해 확정)"
BPS010207070,문촌18단지대원,0103-79483-9999,0319163193,1,2026-06-18,2026-06-18,0319163193_20260618085524.tif,"자동매칭(고신뢰,account_name,1.00): (일산)문촌18대원_아파트 / 문촌18단지대원(9999동103호)"
BPD110109332,시대프라자,,0319170164,1,2026-06-02,2026-06-02,0319170164_20260602092519.tif,"매칭후보(확인필요,site_name,0.88): [일산]시대프라자(101동104호)128-82-70488 1288270488 / 3/6/9/12_ [사업장번호:BPD110109332] | Claude교차확인 추가후보(0.50): BPS010208020 (파주)대방아파트(계좌명:파주대방노블랜드 / 대방아파트(납기는) 추정지역:일산"
BPD110118302,일산문촌9단지주공아파트,0102785589999,0319170668,1,2026-06-16,2026-06-16,0319170668_20260616101958.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.78): BPD110118302 (일산)문촌9단지 분양(계좌명:일산문촌9단 9999동102호) 추정지역:일산
BPS010207055,문촌마을 라이프아파트,,0319170845,2,2026-05-27,2026-06-19,0319170845_20260527143027.tif; 0319170845_20260619165125.tif,"자동매칭(고신뢰,account_name,1.00): (일산)문촌02라이프_아파트 / 문촌마을라이프아파트"
BPS010207078,성저마을풍림,0106-78504-9999,0319178368,1,2026-06-17,2026-06-17,0319178368_20260617095411.tif,"자동매칭(고신뢰,account_name,0.92): (일산)성저03풍림_아파트 / 성저마을3풍림(9999동106호)"
BPS010207010,강선마을6단지금호한양아파트,0102-76422-0888,0319179551,1,2026-06-17,2026-06-17,0319179551_20260617091441.tif,"매칭후보(확인필요,site_name,0.80): (일산)강선06금호한양_아파트 / 강선마을6단지(888동102호) fax)9551. 선입금(4월~) [사업장번호:BPS010207010]"
BPD110106290,문촌마을7단지,0006-10253-8888,0319185050,1,2026-06-12,2026-06-12,0319185050_20260612142625.tif,"자동매칭(고신뢰,account_name,1.00): (일산)문촌주공7단지(분양) / 문촌마을7단지(8888동6호)"
BPS010207059,문촌마을6단지,0105-78534-9999,0319189578,1,2026-06-18,2026-06-18,0319189578_20260618091726.tif,"자동매칭(고신뢰,account_name,1.00): (일산)문촌06기산_아파트 / 문촌마을6단지(9999동105호)"
BPS010207209,성저마을동익,0101785240999,0319191454,1,2026-06-24,2026-06-24,0319191454_20260624154119.tif,"자동매칭(고신뢰,account_name,0.90): (일산)성저01동익_아파트 / 성저마을동익999동101호_아파트"
BPS010207079,성저4단지 삼익아파트,0106-78101-0999,0319194575,1,2026-06-22,2026-06-22,0319194575_20260622104858.tif,"자동매칭(고신뢰,site_name,1.00): (일산)성저4단지삼익_아파트(삼익샤인빌) / 성저4단지삼익아파트(999동106호)"
BPS010207101,장성2단지대명아파트,0001-75529-9999,0319196443,1,2026-06-19,2026-06-19,0319196443_20260619120213.tif,"자동매칭(고신뢰,account_name,0.93): (일산)장성02대명_아파트 / 장성2단지대명아파트9999동01호"
BPS010207168,월드메르디앙관리운영회,9901112610001,0319198015,1,2026-06-19,2026-06-19,0319198015_20260619110508.tif,"자동매칭(고신뢰,account_name,1.00): (일산)월드메르디앙 / 월드메르디앙관리운영회(9901호) (99층 1호)"
BPS010201137,백석동문타워2차,0101-02716-7777,0319208402,1,2026-06-16,2026-06-16,0319208402_20260616160951.tif,"매칭후보(확인필요,site_name,0.89): [일산]백석동문타워2차7777동101호(128-82-80953) 1288280953 / 동문굿모닝타워2차관리단 fax) 031- 49160 [사업장번호:BPS010201137] | Claude교차확인 추가후보(0.59): BPS010201046 [일산]동문굿모닝타워1차(128-82-81 63(계좌명:동문굿모닝타워1차(7777동 102호) 추정지역:불명"
BPS010207131,일산동문1차아파트 관리사무소,,0319213289,3,2026-06-01,2026-06-01,0319213289_20260601172227.tif; 0319213289_20260601172423.tif; 0319213289_20260601172539.tif,"자동매칭(고신뢰,account_name,0.95): (일산)탄현 일산동문1차_아파트 / 일산동문1차아파트"
BPS010207122,탄현서광,0103-83080-6661,0319216223,1,2026-06-25,2026-06-25,0319216223_20260625132921.tif,"자동매칭(고신뢰,account_name,1.00): (일산)탄현12서광_아파트 / 탄현서광(6661동103호)"
BPS010207143,후곡1단지대우벽산아파트,,0319224087,1,2026-06-15,2026-06-15,0319224087_20260615141219.tif,"자동매칭(고신뢰,site_name,1.00): (일산)후곡1단지대우벽산_아파트 / 광인산업㈜후곡대우벽산아파트"
BPS010207125,탄현15단지효성,0101-92231-9999,0319228598,1,2026-06-22,2026-06-22,0319228598_20260622174235.tif,"자동매칭(고신뢰,account_name,1.00): (일산)탄현15효성_아파트 / 탄현15단지효성(9999동101호)"
BPS010206043,일산3차현대홈타운아파트,0101756870888,0319231195,1,2026-06-19,2026-06-19,0319231195_20260619103108.tif,"자동매칭(고신뢰,account_name,1.00): (일산)현대홈타운3차_아파트 / 일산3차현대홈타운아파트(888동101호)"
BPD110106277,일산일송노블레스,,0319233441,1,2026-06-22,2026-06-22,0319233441_20260622172631.tif,"자동매칭(고신뢰,site_name,1.00): (일산)일산일송노블레스 / 일산일송노블레스(1동9-991호)"
BPD110107192,포리치몰 관리단,,0319236237,1,2026-06-19,2026-06-19,0319236237_20260619132953.tif,"자동매칭(고신뢰,site_name,0.94): (일산)포리치몰 / 포리치몰"
BPD110106232,성저마을 건영빌라 9단지,,0319236712,1,2026-06-15,2026-06-15,0319236712_20260615113747.tif,"자동매칭(고신뢰,site_name,1.00): (일산)성저마을건영빌라9단지 / 성저마을건영빌라9단지(999동105호) / 성저마을 건영빌라 9단지 관리사무소"
BPS010207087,양우로데오랜드상가,,0319240268,1,2026-06-02,2026-06-02,0319240268_20260602084438.tif,"자동매칭(고신뢰,account_name,0.97): (일산)양우로데오랜드_빌딩 / 양우로데오랜드(A,B,C동)"
BPS10207092,우인아크리움빌2차,7701112820001,0319297003,2,2026-06-22,2026-06-22,0319297003_20260622101028.tif; 0319297003_20260622101715.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.68): BPS010201139 (일산)성우아뜨리움(계좌명:성우아뜨리움(8888동1호)) 추정지역:일산
BPS010207089,로데오시티플러스,,0319298001,1,2026-06-19,2026-06-19,0319298001_20260619094805.tif,"자동매칭(고신뢰,account_name,0.97): (일산)양우로데오시티플러스_빌딩 / 양우로데오시티플러스(7777동2호)"
BPS010201138,브라운스톤일산,0101757320999,0319308502,1,2026-06-18,2026-06-18,0319308502_20260618133908.tif,"자동매칭(고신뢰,account_name,1.00): (일산)백석브라운스톤 / 브라운스톤일산(999동101호)"
BPD110106146,웨스턴돔타워,0005403820888,0319315107,1,2026-06-22,2026-06-22,0319315107_20260622105214.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.36): BPS010201049 (일산)백석윈스턴파크 1차(계좌명:윈스턴1차(3동102호)) 추정지역:일산
BPD110106673,sk엠시티드라마파크상가,0903-80569-0003,0319318203,1,2026-06-19,2026-06-19,0319318203_20260619134219.tif,"자동매칭(고신뢰,account_name,0.92): (일산)SK MCITY 드라마파크(상가) / SK MCITY드라마파크(903호) sk엠시티드라마파크상가"
BPS010201166,일산 SK엠시티,0107022650999,0319319004,1,2026-06-22,2026-06-22,0319319004_20260622094537.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.50): BPS010203039 (덕양)식사동은행마을SK_아파트(계좌명:일산은행마을SK뷰(7777동1호)) 추정지역:일산
BPS010201080,일산우림보보카운티I관리사무소,,0319320093,1,2026-06-19,2026-06-19,0319320093_20260619150124.tif,"자동매칭(고신뢰,account_name,0.95): (일산)우림보보카운티1차 / 일산우림보보카운티I"
BPS010201049,원스턴1차,0102782630003,0319320731,2,2026-06-04,2026-06-19,0319320731_20260604155519.tif; 0319320731_20260619152805.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 원스턴1차 / 엑셀사업장명:(일산)백석윈스턴파크 1차 / 계좌명:윈스턴1차(3동102호) [사업장번호:BPS010201049]"
